customer_id,card_number,card_type,amount,fraud_status
90787805,4557260088699706,Amex,4344.97,Fraud
22b68fd7,4627843513022440,Visa,2437.48,Fraud
0cae66c5,4837774079551967,Amex,4894.98,Fraud
105323f6,4249007418314264,Amex,1858.99,Fraud
55d1c718,4492847021335584,Amex,3104.61,Fraud
c230c131,4065871101734463,MasterCard,1635.15,Legit
fcba70f6,4502857999606211,MasterCard,3883.55,Fraud
77be6a84,4367240011748903,Visa,834.78,Legit
c424f451,4135782352133220,MasterCard,4112.2,Legit
916828c0,4003994302615482,Amex,3123.31,Fraud
e5188960,4487179745722559,MasterCard,3554.27,Fraud
484f5d11,4185806307552421,MasterCard,3050.41,Fraud
141fb285,4725273288564049,Visa,3484.66,Fraud
073345bd,4169784200066452,MasterCard,181.45,Legit
060bc480,4353977939871160,Visa,837.02,Fraud
eb890446,4837793553434920,Amex,4111.01,Fraud
bbfd1c6a,4299361067984599,MasterCard,4975.53,Legit
d2f97a62,4675332009019863,Amex,4694.64,Fraud
e8dcb20f,4606174286307353,Amex,1417.08,Legit
a0a647a3,4568017903980936,Amex,364.85,Fraud
1c1de55c,4952400322877806,MasterCard,4504.33,Fraud
f55624f1,4465862015511192,Visa,3619.11,Legit
ead35776,4504040207931402,MasterCard,1556.51,Fraud
779e6554,4848196999372422,Visa,4750.35,Legit
e9e371ac,4246002983874951,MasterCard,2953.52,Legit
fc4ac46e,4921021508048992,Amex,94.25,Fraud
b4dbe54c,4478628976609597,Visa,3606.62,Fraud
9a8d1064,4505356568078420,MasterCard,960.21,Legit
7673cdef,4578882845238513,MasterCard,2881.63,Fraud
c0faecd1,4542640504933698,MasterCard,3936.58,Fraud
924b4d35,4866446430138172,Amex,1049.05,Fraud
4dff9329,4247668750316837,Amex,1463.38,Legit
e3d82db1,4642207491528136,MasterCard,3891.0,Legit
24b9d0b2,4071543588903588,Amex,2715.22,Fraud
fd62a797,4299654130108380,MasterCard,2807.71,Legit
a1954baa,4121031675087945,Amex,3370.42,Legit
e6534d27,4674051303568505,Visa,3587.92,Fraud
6f2476d4,4636374781260511,MasterCard,215.55,Legit
e1fca6f1,4362233050642710,MasterCard,1140.2,Fraud
759936de,4475090569136798,Visa,2839.9,Legit
fe3a0d78,4822045496345102,MasterCard,4755.43,Fraud
07f9dfce,4430774093680892,Visa,4545.66,Fraud
9c7194e2,4445494851033399,Visa,308.68,Legit
ce0e8f20,4476766102364711,MasterCard,2163.76,Fraud
a5c3ed14,4447218541486479,Visa,497.69,Fraud
09c4d4a5,4561063047404869,MasterCard,2399.23,Legit
d9286f94,4477982591358853,Visa,2366.09,Legit
16a61d09,4730905385605349,MasterCard,1922.63,Fraud
c1e29d00,4614229431066245,Visa,1366.99,Legit
d3a1bc00,4522796876509435,Visa,673.24,Legit
bb752ef9,4398453970207430,Amex,1498.03,Legit
d2cf2125,4786921443537047,MasterCard,1138.75,Fraud
6a4d6728,4529484082277542,Amex,4728.69,Legit
7b6c9461,4818979530395366,MasterCard,4402.35,Fraud
09c4bbe4,4939426987862807,Visa,2861.95,Fraud
05557652,4198092973814511,Visa,1501.8,Legit
0f1ed2b8,4956122620446441,Amex,2784.16,Fraud
6a845298,4985693949860848,Amex,3151.53,Fraud
d8f2594d,4397059854582094,Visa,1166.08,Fraud
0e173eec,4598506482627615,Amex,2522.69,Fraud
a3ef5e4c,4760016016433557,Amex,3784.73,Legit
e31513b3,4387793587110201,MasterCard,606.48,Fraud
c41bea8b,4753518601102629,MasterCard,2182.73,Legit
cdac04e2,4751536318530439,Amex,4038.1,Legit
f8f73fb7,4079804923922648,MasterCard,1701.55,Legit
c1ea5dad,4192125483882853,MasterCard,123.61,Legit
4afd7f80,4708584725732051,Visa,2638.92,Fraud
87309f89,4642526383150331,MasterCard,529.84,Fraud
f7892879,4142214176585667,MasterCard,3840.28,Fraud
62a0d61c,4245143142132013,MasterCard,4817.95,Legit
968e5852,4199692584868381,Amex,1652.89,Fraud
277418d1,4177773694750044,MasterCard,2695.8,Fraud
003b82f6,4446343884463900,MasterCard,542.28,Fraud
4d753fa7,4467787166751503,Visa,2108.08,Legit
9d09dece,4823741368447526,MasterCard,2479.7,Legit
80275f78,4101311650757900,MasterCard,1178.43,Fraud
e7f85415,4278718555548209,MasterCard,1325.64,Legit
dfc3f7e1,4705316884582925,Amex,2242.53,Fraud
db96297a,4324369096627617,MasterCard,512.86,Legit
d259ac1e,4906754314078014,MasterCard,2675.2,Legit
28057703,4441211908085881,Amex,4000.29,Legit
ff180fa1,4695901999633747,MasterCard,991.82,Fraud
343e0650,4545330742692911,Amex,2156.08,Fraud
b27e7e06,4357870696067567,MasterCard,2050.73,Legit
6f5e09d8,4338130913607339,MasterCard,4074.63,Legit
34b551af,4889825699503825,MasterCard,406.16,Legit
1925b2fa,4598008791385787,Amex,2540.32,Fraud
d6852ebc,4563305265435150,Amex,4976.86,Fraud
f7b0512b,4119151582500907,Amex,2727.02,Fraud
9186e287,4419241706177125,Amex,2647.77,Fraud
49033696,4112652265997804,Amex,332.79,Legit
cdd115b7,4132765396802044,Amex,3122.74,Legit
645e26ca,4397448695177976,MasterCard,2802.87,Fraud
ba53e12c,4228375280808761,Amex,3139.39,Legit
b2ccc9eb,4745986399961764,MasterCard,1257.88,Legit
9397aab1,4685704749326584,Visa,4690.64,Legit
d443f7eb,4398819516600231,Amex,1404.93,Fraud
22937980,4766865785417942,Visa,793.59,Fraud
b223cbe0,4334514382263522,Amex,2979.28,Fraud
170b1a12,4698529096998106,Visa,4331.46,Legit
12a42b4d,4869934427797578,MasterCard,924.75,Fraud
67b469ef,4755982091622835,MasterCard,425.09,Legit
87e5dee0,4687069521739323,Visa,1062.35,Legit
ff6f4524,4631215179367647,MasterCard,4272.81,Legit
9cad9eb7,4034289924791776,MasterCard,27.06,Fraud
889216c7,4920061899126404,Amex,3974.07,Fraud
3d682ddd,4766519255251535,MasterCard,2342.69,Legit
0d843cdd,4224043423495797,Visa,1440.34,Legit
9ef9af72,4018477463364333,Visa,2864.85,Fraud
6cdcf1d5,4840629582736445,Amex,1902.54,Fraud
090daf90,4632056233141043,Amex,2638.54,Fraud
13e66e9c,4656165919060723,MasterCard,1851.06,Legit
b974b14d,4487773665364556,Amex,463.64,Legit
80671196,4864052261413353,Amex,4042.7,Legit
2864e3d1,4699131856049482,MasterCard,3628.71,Legit
c6f1a310,4014590071644799,Visa,3916.56,Fraud
fb526d17,4524907533287483,Visa,4521.94,Legit
f44468d0,4892154794184620,Amex,242.03,Legit
71d80d3d,4571715904175761,Visa,1322.42,Fraud
da9aeba2,4928772425960601,MasterCard,1183.18,Fraud
66abe9db,4614879777601284,MasterCard,3554.52,Fraud
e8d3964f,4967483445182182,Amex,3883.96,Legit
c5d45d94,4207930778993973,Visa,3980.5,Legit
21c4b212,4434419956326615,Visa,4656.49,Fraud
bc58ad55,4800559415668200,Amex,2490.65,Fraud
ed08faec,4522453235918143,Amex,204.78,Legit
69ce038b,4526929217636411,Visa,3255.58,Fraud
9b34e2d4,4410209223227516,Amex,4808.56,Legit
7bb1cec9,4994412456926291,Amex,1840.97,Fraud
b9e51dad,4700250913362881,Visa,3635.54,Legit
96f1631b,4100212442014025,MasterCard,4240.64,Fraud
91a3f5d8,4186276273396188,Amex,4073.41,Fraud
af7a8b02,4512300988500325,MasterCard,1685.4,Fraud
d952f440,4085867336014685,Visa,922.34,Fraud
ff4d652f,4683143963711068,MasterCard,4713.29,Legit
34b551af,4174070610796166,Visa,261.12,Fraud
5de9bada,4954060769920002,Visa,1160.68,Legit
d3d983c2,4611345385831757,MasterCard,3525.25,Fraud
8050cd94,4639429095640324,MasterCard,3774.73,Fraud
db74cc02,4654850526181838,Visa,2435.47,Fraud
77c2d0d5,4459868264121771,MasterCard,2574.22,Fraud
7e358899,4245934708936304,Amex,2807.32,Legit
b13291a3,4031242976772965,Amex,2456.06,Fraud
4147d74a,4419786234223460,Visa,4456.32,Fraud
465693ff,4895157398907350,Visa,171.01,Fraud
e942a4fd,4603560702368958,Visa,2429.98,Legit
a68d3c44,4080006723907301,MasterCard,2080.4,Legit
2bbc2147,4163430935429203,Amex,4591.97,Legit
db7b361c,4338054547155905,Visa,3667.16,Fraud
a411dd77,4564088798412784,MasterCard,4408.46,Legit
d8d99370,4198325842557592,Visa,223.95,Legit
d27c995c,4445798187659077,Visa,189.7,Legit
400d1f2f,4733063989547025,MasterCard,2860.09,Legit
4b5703b9,4422650318937814,Visa,1123.5,Legit
2762456b,4123494419394944,Visa,1961.02,Fraud
695f45e0,4466571517354634,MasterCard,1275.53,Fraud
2c119614,4262930448363674,Amex,524.93,Fraud
033cbe8a,4308896659780748,MasterCard,1156.93,Legit
dda70f87,4543957799792582,Amex,4751.16,Fraud
f44319c2,4511957078114134,Amex,2491.73,Legit
7ad97ab6,4134227362890105,MasterCard,387.56,Fraud
a7a438d0,4363117587227278,Visa,1541.58,Legit
3ac31fbc,4357048345260095,MasterCard,1015.63,Legit
7c5bde61,4104504075403764,MasterCard,779.09,Fraud
a5c57792,4991522954426298,MasterCard,1102.29,Fraud
6f0cec85,4001375199646701,MasterCard,2172.97,Fraud
658e17cb,4548027231026158,MasterCard,654.06,Legit
bf27bcda,4207518570948004,MasterCard,2611.41,Legit
f5d5b6ad,4482392654105097,Amex,4404.5,Fraud
6083d229,4916818079748182,MasterCard,1904.59,Legit
f45eebe9,4859840809765558,Visa,3271.22,Fraud
40e68fd2,4844490283700669,Visa,868.01,Fraud
b915a0cc,4592778419481632,Visa,4645.85,Fraud
4e1af001,4172012164022732,Visa,2545.08,Fraud
dcfb8eb7,4022330920850721,Amex,3205.94,Legit
fbeaf327,4706795147176543,Visa,1282.7,Fraud
70e078a8,4037733026326673,Visa,1817.66,Legit
80faa824,4867591190041667,Visa,4434.62,Legit
e6d1d94c,4826699496370498,Visa,648.2,Legit
3e77cd4c,4200144122256346,Amex,2471.92,Legit
44c5a6db,4246424059959567,Amex,1288.62,Fraud
2f221516,4697027642120680,Amex,2105.89,Fraud
b99bf645,4991296003732663,Visa,2653.99,Fraud
10e61ab7,4711756715389077,Amex,3483.94,Fraud
8cdd9b88,4749102013289428,MasterCard,1084.18,Fraud
b2b0ca6d,4315186290372829,Amex,2595.17,Legit
e0186ca7,4094979463523708,MasterCard,753.41,Fraud
ef4587dc,4815345926102381,Visa,3891.41,Fraud
78d94829,4980634826054845,Amex,2895.7,Legit
70fdd56a,4400322685232700,Visa,4670.18,Legit
94f47532,4492465545082077,MasterCard,2697.19,Fraud
70cfb9ac,4823137024927052,MasterCard,4614.47,Fraud
8ee3fb24,4179027585931348,Amex,4840.87,Legit
cf10e254,4919744042571740,Visa,3449.37,Legit
1e99ffeb,4723986446111864,Amex,141.62,Fraud
3bc505c2,4524980373371956,Visa,2176.92,Fraud
ebc378a2,4949562232496062,Amex,1837.72,Fraud
f154be00,4543796685862533,Amex,1052.41,Fraud
53cf5030,4607108792207573,MasterCard,1621.41,Legit
405c57e9,4689915980129570,Visa,3536.73,Legit
ddbc8c65,4719309304105017,Visa,4820.79,Legit
a6e41caf,4965173301824215,MasterCard,1935.49,Legit
2cc48bce,4532223899500638,MasterCard,2235.9,Fraud
59bbacb2,4704528508845105,Amex,3165.0,Fraud
83ba9b9f,4336280200030067,Amex,216.95,Fraud
7a5dfc1c,4215071486186749,Amex,224.45,Legit
dfc84c78,4512870551702680,Amex,2164.66,Legit
511b9c4b,4396873886841398,Amex,2776.99,Fraud
4e0fe6ba,4608890518062718,Amex,3354.98,Legit
faf0dd86,4906682455378481,Amex,1696.54,Legit
c2db1ad5,4689510612096881,Visa,1665.11,Legit
ea264679,4247749755974117,Visa,2271.58,Fraud
8507f043,4936582178190169,Amex,3067.15,Legit
568783b6,4230618689363722,Visa,4858.18,Fraud
3e77cd4c,4188652509191130,Visa,4405.78,Fraud
6f4374e4,4058989053681448,Amex,1464.54,Legit
b8dd2ff7,4963485675515878,Amex,2823.58,Fraud
f7cd0a3b,4325715611058044,MasterCard,3157.76,Legit
10e12882,4286527064999559,Visa,3408.12,Fraud
7b0c06bf,4651995304716611,Amex,3480.53,Legit
36a281e1,4955567792444718,Amex,471.05,Fraud
c9fe8c3e,4244523672855789,Amex,1131.0,Legit
44bd7d45,4243790009263273,Visa,4787.77,Legit
b7e2ab03,4105570519075418,Visa,3224.8,Fraud
d5594b4e,4309556778136532,Visa,3990.04,Legit
e93d73c8,4335146822253026,Amex,2580.89,Fraud
213a6e40,4394345569694149,MasterCard,4881.85,Fraud
f6d7e866,4621644096508318,Amex,2224.71,Fraud
cc282e45,4908940356309148,MasterCard,765.29,Fraud
4d3e5125,4795598205865995,MasterCard,3120.43,Legit
545fb8fb,4106853599158133,MasterCard,1161.86,Fraud
1840fa4b,4432143116664416,MasterCard,1800.22,Fraud
2e9362c0,4107913224657237,Amex,15.68,Fraud
065e4284,4888703007917485,Amex,1086.2,Legit
d68bee8a,4596471441939753,MasterCard,3033.05,Fraud
0c281b80,4514754376900349,Amex,2269.37,Fraud
e59cd8e0,4084636012653780,MasterCard,3700.97,Legit
6585fce5,4601047808016824,MasterCard,620.42,Legit
81deeb92,4640012299612393,Amex,2093.99,Legit
11e409b2,4871991050062007,MasterCard,4653.85,Legit
799d241c,4730456854079897,MasterCard,4123.57,Fraud
0b00b6fb,4302542604323079,MasterCard,2712.91,Fraud
dd7b3bf9,4148812521884687,Amex,1250.97,Legit
7bdf2b07,4110321124203851,Visa,999.3,Legit
1eed9266,4755231772996559,Amex,1999.95,Fraud
cebb0efd,4284977655898417,Visa,793.98,Legit
b806b1cd,4261554362645139,Amex,3264.94,Fraud
a5bbd777,4597849504570475,MasterCard,3372.95,Legit
ea9b7520,4255841602341894,Amex,4871.28,Legit
3cb84b79,4083965033227923,MasterCard,4255.15,Fraud
016612ac,4095156184193470,MasterCard,1299.98,Fraud
4d774f80,4816589793005610,Visa,2279.99,Fraud
e60de940,4893759190785264,Visa,4734.34,Legit
cf81828a,4021112106773005,Visa,3818.32,Legit
cff16775,4164383854935685,MasterCard,2114.87,Legit
6cad433a,4220466642869753,Amex,421.47,Legit
274b2069,4322270537289524,Visa,2754.4,Fraud
fe39fa3b,4499635599677054,MasterCard,4082.65,Fraud
91a774b3,4141636473557257,Amex,4165.13,Legit
c175136b,4834987597888686,Amex,540.64,Fraud
53a980fe,4253465739073949,Visa,3875.97,Fraud
a0f7a2aa,4788654375341330,Visa,2133.11,Legit
9e3e768c,4249849847323584,Amex,3460.41,Legit
d7d8e89d,4817096866137550,Amex,1612.58,Legit
45f2eb6d,4250373148013535,Amex,987.7,Fraud
22f30068,4996533567910540,Visa,4370.24,Fraud
6a961cb3,4183931801303113,Amex,2815.28,Legit
672ecd97,4110074557096876,MasterCard,4261.15,Fraud
a75222d9,4758110913136563,MasterCard,2880.5,Fraud
a299f4bb,4124672280415430,Amex,2989.04,Legit
6f5401b0,4153706957007072,MasterCard,2444.38,Legit
87b3b6ef,4318955503957932,MasterCard,2119.12,Legit
92778020,4921403306352513,MasterCard,4455.27,Fraud
af813ed8,4328605118291858,MasterCard,1690.61,Fraud
315531a2,4391074976209647,Amex,4873.81,Legit
ff364ed6,4378344218525408,Visa,2449.03,Legit
efb424a6,4237833481922038,MasterCard,1174.37,Fraud
8b4709b8,4354387317903909,MasterCard,4659.72,Legit
4a62c167,4383498771603334,Amex,4882.86,Legit
5730690f,4907227223914073,MasterCard,520.3,Legit
ab8fd2c4,4735281432212868,Amex,1745.16,Legit
c039000a,4283277344047109,Amex,26.39,Legit
d30d068a,4999034204536431,Visa,3484.0,Legit
d6add15c,4622444298816893,Visa,2613.95,Fraud
f7e884d0,4655837346940732,Visa,249.38,Legit
5f449793,4839921309556237,Amex,4222.82,Fraud
f039a336,4241147193996741,MasterCard,3660.27,Fraud
1315d1c4,4165862048481689,MasterCard,1782.86,Legit
1833125e,4323012481186176,Visa,1133.53,Legit
28cfbd0b,4450452599360021,MasterCard,3315.79,Legit
0da45135,4507692771614314,Visa,1939.0,Fraud
d77df946,4215502348031145,Visa,4614.49,Fraud
ff180fa1,4800894241168632,MasterCard,920.79,Fraud
51157641,4164430183097107,MasterCard,1618.24,Legit
1bfc32fa,4262373383668213,MasterCard,2060.0,Fraud
425c63e4,4085900975532988,Amex,1079.19,Legit
9232a7fe,4404360532673995,Amex,1748.88,Fraud
772cad23,4830944180312925,Amex,4204.9,Legit
90ccce21,4134426723238869,Visa,4603.02,Fraud
862450dd,4404254038526882,Visa,583.26,Fraud
0c7b2924,4961212922624101,MasterCard,3370.19,Fraud
a1dc2575,4996863576663933,Amex,1556.52,Fraud
65f6c492,4469604525725060,Visa,3174.43,Fraud
dff6e414,4510909357272605,Amex,759.41,Fraud
68a6cb19,4889250125466655,Amex,2159.26,Legit
0d49854f,4884836216841478,Visa,3644.56,Legit
6db09075,4146275649541443,Visa,1734.26,Legit
680ab42f,4198971406905246,Amex,319.89,Legit
d01946f8,4919060071599811,Amex,2990.96,Legit
4ae38a4f,4709413345432745,Amex,3835.09,Legit
e8f2e402,4058039665739638,Visa,1990.04,Fraud
2f9d4646,4462451086160833,Visa,3157.75,Legit
1c1f052a,4731755296632117,Amex,1323.79,Fraud
725a9c48,4077386630535899,Amex,3094.65,Fraud
b74bd990,4064606696633287,Amex,3788.17,Legit
6e700d6d,4644068583047205,MasterCard,4807.43,Fraud
4b293a6d,4307031578028570,Visa,4200.73,Legit
a8877c7e,4320575249823341,Amex,3000.92,Legit
644dc071,4256347776847624,MasterCard,570.71,Legit
8017255b,4244433647469247,Visa,4489.3,Legit
4cfaef5a,4381475038719881,Visa,2859.56,Fraud
197c11c1,4294463772186232,Visa,2761.74,Legit
abef3662,4256812408434802,MasterCard,4032.2,Fraud
417712b6,4832978685712617,Amex,3906.73,Fraud
0e60f532,4013250985972551,Amex,4036.18,Legit
ec5afb85,4646904653393343,MasterCard,120.2,Legit
13326efc,4650311617718446,MasterCard,465.24,Fraud
f0ac77f8,4187443115009028,MasterCard,1129.09,Legit
5be7b1f6,4972659677355991,MasterCard,944.14,Legit
f6992502,4646592596782985,MasterCard,1851.63,Legit
9234e3a8,4883003521364529,Visa,3419.99,Fraud
9ac92633,4955249060745031,MasterCard,2041.79,Fraud
94399888,4885801515636515,Amex,4501.83,Fraud
0a76e853,4259153410481110,MasterCard,4695.98,Fraud
364deb4a,4623038601233348,Visa,1000.36,Fraud
c25bb17c,4567994242609353,Visa,778.17,Legit
35a2ce44,4570181719794232,Visa,840.03,Fraud
5e9c9815,4974351799407151,Visa,3660.15,Legit
1462d760,4135231379277461,Visa,2782.04,Legit
555f81c3,4543932088220645,Visa,1179.04,Fraud
967e40de,4470729053133754,Visa,916.78,Fraud
93a7d42c,4638293607556423,Amex,2951.07,Legit
4d59087d,4799065807606454,MasterCard,4432.69,Fraud
b72b5c2a,4008835856668986,MasterCard,2478.9,Legit
58c40ea7,4365036196118116,MasterCard,4463.96,Legit
2049e093,4852449974971632,Amex,1088.01,Legit
a32ad2b2,4331114202991486,Visa,383.88,Legit
8a10abbb,4749975650706527,Amex,1293.59,Fraud
c1415aa0,4926885859321256,Visa,3641.67,Fraud
8444fed0,4898211271402083,Amex,1148.48,Legit
7bb1cec9,4557261716950644,Visa,2482.94,Fraud
a7998173,4497913012470106,MasterCard,1001.45,Fraud
a64a6817,4757702056902628,Amex,3460.59,Fraud
10407646,4905529577418110,Amex,4451.36,Fraud
444abf8d,4471183573071582,MasterCard,2353.79,Legit
677d1e72,4526048123328235,Amex,230.0,Legit
e8ae42f0,4118640121750404,MasterCard,2536.22,Fraud
ed0a001c,4303848674246895,MasterCard,1273.32,Legit
30294718,4818612157145117,Visa,2369.46,Legit
37eda12f,4124360483884269,MasterCard,4532.53,Fraud
12804d7e,4389534076121400,MasterCard,298.29,Legit
bed36de6,4310523677326397,Visa,3034.13,Legit
526222fd,4776897584477486,MasterCard,3727.4,Legit
d89bb483,4072896160817371,Amex,2997.53,Fraud
e35e395e,4038067830778590,MasterCard,125.68,Legit
27864ac4,4444133166196506,Visa,3170.53,Legit
a51f8fb4,4362738859716804,Amex,4034.29,Fraud
f173a762,4841978932011853,Amex,4977.1,Legit
27864ac4,4644762541062815,Amex,2580.69,Legit
67c607f2,4822732396408557,MasterCard,3724.89,Fraud
0215205f,4895941128226326,MasterCard,339.97,Fraud
1263a869,4820057241970128,Visa,2331.71,Fraud
d68a49c2,4515676173747160,Amex,110.11,Fraud
732196b3,4705076870140654,Visa,2269.5,Fraud
9bd19278,4597472903013730,MasterCard,4520.5,Fraud
f799ce7a,4318603814494035,Visa,2317.25,Fraud
b731c03f,4634403826923346,Visa,3282.65,Fraud
87372604,4078797336436415,Amex,2510.31,Fraud
fd32089e,4424909898425923,Amex,329.32,Legit
2a8f2f5e,4343772793288236,Visa,414.78,Fraud
20048fba,4844681087534086,Amex,423.35,Legit
bca3aab9,4944554728888774,Visa,3391.71,Fraud
9cbc36d7,4246380864663226,MasterCard,1919.88,Legit
ecc27a03,4137352610727516,Visa,1645.76,Fraud
517f1468,4812317043006996,Amex,1241.59,Fraud
aeabb52c,4445463153688820,Amex,1050.48,Legit
2389f546,4149277484783194,MasterCard,1060.15,Fraud
3d3afe1c,4526235436265192,Amex,125.11,Legit
d2f97a62,4209697282582299,MasterCard,114.63,Legit
d976ffb7,4364214790366362,Amex,4398.7,Legit
a45454d2,4091689524182591,Visa,350.35,Legit
5dcf8cd1,4402889186099430,MasterCard,3583.56,Fraud
51e3de79,4551661287778264,Visa,2130.94,Fraud
c3bba13a,4881316911157184,MasterCard,1009.2,Legit
3979975b,4631521200076507,MasterCard,1337.6,Fraud
64cc55df,4194211278816203,Amex,2067.65,Legit
a5d3fc38,4857768052450861,MasterCard,3456.64,Legit
52b0a6d3,4849276981156782,MasterCard,761.38,Fraud
783c3220,4394860519632536,Visa,1727.16,Legit
0c9534ce,4998653387545744,Visa,2068.36,Fraud
e855081c,4635231770021653,MasterCard,4124.96,Fraud
8509d8fe,4718859923038867,Amex,2762.25,Legit
17252ec4,4796894111452013,Visa,1054.85,Legit
e099b5a5,4864897709471094,Amex,3527.92,Fraud
ae00382d,4529337594106684,Visa,3882.84,Fraud
12894d02,4092808077142385,Visa,4314.76,Fraud
c424f451,4691339045961271,MasterCard,4276.68,Fraud
f1dfd103,4983496750852207,MasterCard,1880.09,Fraud
9edb4c85,4413088791187493,Amex,3832.55,Fraud
907b4174,4536690458605196,Visa,4255.02,Legit
0ce0afbd,4903067212301294,Visa,428.33,Fraud
21b9a92e,4057793616384719,Visa,893.83,Legit
01acebd6,4971626656569323,MasterCard,3153.87,Fraud
65f0315c,4777987348386278,Visa,3856.48,Legit
46b269ea,4348649257745494,MasterCard,3818.19,Fraud
8096429f,4358077770049748,Visa,3949.82,Fraud
9aa47fef,4495774008159224,Visa,3048.74,Fraud
d82f9c88,4186269138576235,Amex,680.09,Legit
0dace510,4161263935567140,MasterCard,4846.07,Legit
0cd9568c,4022854029072572,Amex,4049.79,Fraud
cb760877,4133855920274718,Amex,3096.07,Legit
ab1b7fc0,4030656911993421,Visa,3075.26,Legit
d24c7af1,4776011896963981,Visa,1687.4,Fraud
00310ecc,4611951265841087,Amex,3928.71,Fraud
76fff9ed,4212562192227101,Visa,2935.1,Fraud
7e5d228b,4483589887502979,MasterCard,4275.12,Legit
62233db6,4894021722664882,Amex,4370.15,Fraud
e36514b2,4301271107784469,MasterCard,1548.47,Fraud
fefc9d0a,4235751311129974,Amex,1853.18,Legit
27d2d35f,4171757802627000,Amex,2452.21,Legit
fc908ec7,4029653647759708,MasterCard,342.67,Legit
0e4dfa7f,4532011392883589,MasterCard,2207.71,Fraud
de52c9fb,4039037742120719,Visa,3287.76,Fraud
a1dc2575,4143622132285850,Visa,1092.0,Legit
1b04a629,4987318365968531,MasterCard,278.69,Legit
ddf21611,4860840183534700,MasterCard,633.52,Legit
c976e519,4478493475603611,MasterCard,1215.2,Fraud
aa37a554,4519726832787804,Visa,1099.94,Fraud
ccdd8db0,4877844752957624,MasterCard,828.25,Legit
f882a7c0,4376299889528788,Amex,603.13,Fraud
b71f3377,4750069721901352,Visa,936.71,Fraud
1559b1ce,4723355952929244,Visa,3373.58,Fraud
bc9de2d3,4317028675988332,MasterCard,926.44,Legit
22690470,4766331268003915,MasterCard,564.9,Legit
024dd6ce,4053298212494809,Amex,2950.32,Legit
546ede51,4925731347194890,Visa,4759.27,Fraud
0e60f532,4881850806834242,Visa,3959.07,Fraud
87658369,4324554756806466,Amex,241.55,Fraud
2270920a,4758981619772384,MasterCard,1432.45,Fraud
b4dbe54c,4610234193648002,Visa,3786.86,Fraud
199a78be,4366896099298102,Visa,3940.25,Legit
132e7ad6,4392955860300188,Amex,4708.75,Fraud
9c5deb75,4697900661015884,Amex,2288.98,Legit
85342b78,4105766261451019,Amex,2948.23,Legit
c7051a37,4363124682995742,Visa,4270.08,Fraud
bafadbc1,4018060206222933,Amex,2521.15,Fraud
a8b5bef2,4245425708446303,MasterCard,3742.74,Fraud
1974e04e,4379316545522034,MasterCard,3064.14,Legit
75f62ca1,4610704691586078,Visa,1015.12,Fraud
732196b3,4359591488008183,Visa,4439.15,Fraud
6b0e6b54,4245482022535055,Visa,2210.25,Fraud
5e559681,4266797462559602,Amex,4131.89,Legit
82d2d57e,4576297207373596,Visa,3528.05,Legit
d47f8e10,4625409133954206,MasterCard,4824.37,Legit
d2f2f379,4813724443983899,Amex,3972.75,Fraud
2aa7aed1,4643842337328306,Visa,4505.37,Fraud
f0c6fd4f,4802610933589218,MasterCard,2624.27,Fraud
ed15951b,4205279252801357,MasterCard,2589.58,Legit
9a3ab033,4428853067006195,Amex,2460.23,Fraud
3d682ddd,4965885161564181,Amex,3146.52,Fraud
8654a098,4265562423020693,Visa,3185.67,Fraud
f8ccd289,4254882163668748,Amex,3413.34,Legit
88a5b1e9,4679051141926217,Visa,903.43,Legit
8de36bb5,4307397936746496,Visa,1163.14,Fraud
b048e841,4962758328234225,MasterCard,1181.23,Legit
87d1b8f1,4425276423851349,MasterCard,103.13,Fraud
12eacd1a,4610897659890167,Amex,4464.63,Fraud
99ced522,4963582152677336,Visa,1423.85,Legit
3afc2c70,4852913808460914,MasterCard,1338.11,Fraud
60f34355,4698844251110821,Visa,4264.59,Legit
68085cda,4339564599810412,Visa,134.69,Legit
5891410d,4810048267543313,Amex,1475.38,Legit
ed96666e,4759967210849001,Amex,1107.06,Legit
3ea8c9e8,4119922189356210,MasterCard,1760.81,Fraud
dd39ac79,4428062439459484,Visa,3193.71,Fraud
736bad29,4291995239203475,Amex,4056.11,Fraud
b497f1fe,4586529711047276,MasterCard,3985.44,Fraud
c55d06ea,4784393235124230,Visa,1302.86,Fraud
d4e17333,4997692919787938,Amex,4385.17,Fraud
06f5deb4,4534264801265306,Amex,513.28,Legit
4e1d3792,4328368379494550,Visa,3396.52,Fraud
c4e6f844,4960138015355355,MasterCard,3307.26,Fraud
072e04ef,4502439573611642,Visa,4033.57,Fraud
2feef180,4219388538898642,Visa,3278.65,Fraud
0530bf85,4215877767362571,MasterCard,967.86,Legit
1f9451fc,4335896654986966,MasterCard,2954.26,Fraud
6c89e522,4969458657592367,MasterCard,79.96,Legit
c97c7ce7,4988202220508733,Visa,1713.74,Fraud
ed26b979,4983748644777440,Visa,433.58,Legit
dc6692bd,4409653420172798,Visa,4246.71,Fraud
63671311,4756656449854998,Amex,145.91,Fraud
90bb71f3,4240180585690417,MasterCard,1297.62,Legit
62e45653,4771023822697695,MasterCard,1516.11,Legit
800fcf9e,4076636525712511,Amex,4768.22,Legit
9e9c5519,4573227594227694,MasterCard,1065.31,Legit
4881431b,4435175632033616,MasterCard,175.94,Fraud
e03becbd,4123303606682104,Amex,3627.33,Legit
438eb7ad,4449567028253713,Amex,1744.97,Fraud
